tick,trace_id,rpc_id,source_service,destination_service,container_id,latency,trace_flags,type,priority
402,75,101,1,2,100,50,0,1,1
403,76,101,1,2,100,50,0,1,1
405,77,101,1,2,100,50,0,1,1
410,78,101,1,2,100,50,0,1,1
420,79,101,1,2,100,50,0,1,1
428,80,101,1,2,100,50,0,1,1
431,81,101,1,2,100,50,0,1,1
437,82,101,1,2,100,50,0,1,1
446,83,101,1,2,100,50,0,1,1
449,84,101,1,2,100,50,0,1,1
454,85,101,1,2,100,50,0,1,1
457,86,101,1,2,100,50,0,1,1
467,87,101,1,2,100,50,0,1,1
475,88,101,1,2,100,50,0,1,1
477,89,101,1,2,100,50,0,1,1
480,90,101,1,2,100,50,0,1,1
488,91,101,1,2,100,50,0,1,1
494,92,101,1,2,100,50,0,1,1
500,93,101,1,2,100,50,0,1,1
502,94,101,1,2,100,50,0,1,1
503,95,101,1,2,100,50,0,1,1
508,96,101,1,2,100,50,0,1,1
512,97,101,1,2,100,50,0,1,1
518,98,101,1,2,100,50,0,1,1
523,99,101,1,2,100,50,0,1,1
527,100,101,1,2,100,50,0,1,1
536,101,101,1,2,100,50,0,1,1
544,102,101,1,2,100,50,0,1,1
552,103,101,1,2,100,50,0,1,1
554,104,101,1,2,100,50,0,1,1
558,105,101,1,2,100,50,0,1,1
565,106,101,1,2,100,50,0,1,1
574,107,101,1,2,100,50,0,1,1
583,108,101,1,2,100,50,0,1,1
593,109,101,1,2,100,50,0,1,1
597,110,101,1,2,100,50,0,1,1
598,111,101,1,2,100,50,0,1,1
601,112,101,1,2,100,50,0,1,1
610,113,101,1,2,100,50,0,1,1
613,114,101,1,2,100,50,0,1,1
616,115,101,1,2,100,50,0,1,1
624,116,101,1,2,100,50,0,1,1
634,117,101,1,2,100,50,0,1,1
638,118,101,1,2,100,50,0,1,1
646,119,101,1,2,100,50,0,1,1
653,120,101,1,2,100,50,0,1,1
654,121,101,1,2,100,50,0,1,1
658,122,101,1,2,100,50,0,1,1
661,123,101,1,2,100,50,0,1,1
670,124,101,1,2,100,50,0,1,1
671,125,101,1,2,100,50,0,1,1
679,126,101,1,2,100,50,0,1,1
680,127,101,1,2,100,50,0,1,1
690,128,101,1,2,100,50,0,1,1
697,129,101,1,2,100,50,0,1,1
706,130,101,1,2,100,50,0,1,1
715,131,101,1,2,100,50,0,1,1
723,132,101,1,2,100,50,0,1,1
724,133,101,1,2,100,50,0,1,1
730,134,101,1,2,100,50,0,1,1
737,135,101,1,2,100,50,0,1,1
744,136,101,1,2,100,50,0,1,1
751,137,101,1,2,100,50,0,1,1
760,138,101,1,2,100,50,0,1,1
767,139,101,1,2,100,50,0,1,1
769,140,101,1,2,100,50,0,1,1
770,141,101,1,2,100,50,0,1,1
771,142,101,1,2,100,50,0,1,1
781,143,101,1,2,100,50,0,1,1
788,144,101,1,2,100,50,0,1,1
792,145,101,1,2,100,50,0,1,1
802,146,101,1,2,100,50,0,1,1
804,147,101,1,2,100,50,0,1,1
812,148,101,1,2,100,50,0,1,1
815,149,101,1,2,100,50,0,1,1
820,150,101,1,2,100,50,0,1,1
827,151,101,1,2,100,50,0,1,1
832,152,101,1,2,100,50,0,1,1
834,153,101,1,2,100,50,0,1,1
836,154,101,1,2,100,50,0,1,1
845,155,101,1,2,100,50,0,1,1
849,156,101,1,2,100,50,0,1,1
852,157,101,1,2,100,50,0,1,1
860,158,101,1,2,100,50,0,1,1
870,159,101,1,2,100,50,0,1,1
875,160,101,1,2,100,50,0,1,1
885,161,101,1,2,100,50,0,1,1
891,162,101,1,2,100,50,0,1,1
892,163,101,1,2,100,50,0,1,1
897,164,101,1,2,100,50,0,1,1
906,165,101,1,2,100,50,0,1,1
913,166,101,1,2,100,50,0,1,1
922,167,101,1,2,100,50,0,1,1
932,168,101,1,2,100,50,0,1,1
938,169,101,1,2,100,50,0,1,1
943,170,101,1,2,100,50,0,1,1
953,171,101,1,2,100,50,0,1,1
955,172,101,1,2,100,50,0,1,1
960,173,101,1,2,100,50,0,1,1
970,174,101,1,2,100,50,0,1,1
977,175,101,1,2,100,50,0,1,1
987,176,101,1,2,100,50,0,1,1
991,177,101,1,2,100,50,0,1,1
996,178,101,1,2,100,50,0,1,1
998,179,101,1,2,100,50,0,1,1
1008,180,101,1,2,100,50,0,1,1
1015,181,101,1,2,100,50,0,1,1
1023,182,101,1,2,100,50,0,1,1
1028,183,101,1,2,100,50,0,1,1
1029,184,101,1,2,100,50,0,1,1
1039,185,101,1,2,100,50,0,1,1
1045,186,101,1,2,100,50,0,1,1
1048,187,101,1,2,100,50,0,1,1
1051,188,101,1,2,100,50,0,1,1
1059,189,101,1,2,100,50,0,1,1
1066,190,101,1,2,100,50,0,1,1
1076,191,101,1,2,100,50,0,1,1
1086,192,101,1,2,100,50,0,1,1
1089,193,101,1,2,100,50,0,1,1
1095,194,101,1,2,100,50,0,1,1
1102,195,101,1,2,100,50,0,1,1
1106,196,101,1,2,100,50,0,1,1
1109,197,101,1,2,100,50,0,1,1
1111,198,101,1,2,100,50,0,1,1
1116,199,101,1,2,100,50,0,1,1
1126,200,101,1,2,100,50,0,1,1
1129,201,101,1,2,100,50,0,1,1
1130,202,101,1,2,100,50,0,1,1
1135,203,101,1,2,100,50,0,1,1
1145,204,101,1,2,100,50,0,1,1
1155,205,101,1,2,100,50,0,1,1
1156,206,101,1,2,100,50,0,1,1
1163,207,101,1,2,100,50,0,1,1
1173,208,101,1,2,100,50,0,1,1
1183,209,101,1,2,100,50,0,1,1
1189,210,101,1,2,100,50,0,1,1
1195,211,101,1,2,100,50,0,1,1
1201,212,101,1,2,100,50,0,1,1
1207,213,101,1,2,100,50,0,1,1
1214,214,101,1,2,100,50,0,1,1
1220,215,101,1,2,100,50,0,1,1
1222,216,101,1,2,100,50,0,1,1
1228,217,101,1,2,100,50,0,1,1
1238,218,101,1,2,100,50,0,1,1
1242,219,101,1,2,100,50,0,1,1
1246,220,101,1,2,100,50,0,1,1
1256,221,101,1,2,100,50,0,1,1
1258,222,101,1,2,100,50,0,1,1
1266,223,101,1,2,100,50,0,1,1
1270,224,101,1,2,100,50,0,1,1
1271,225,101,1,2,100,50,0,1,1
1277,226,101,1,2,100,50,0,1,1
1281,227,101,1,2,100,50,0,1,1
1291,228,101,1,2,100,50,0,1,1
1292,229,101,1,2,100,50,0,1,1
1295,230,101,1,2,100,50,0,1,1
1304,231,101,1,2,100,50,0,1,1
1308,232,101,1,2,100,50,0,1,1
1316,233,101,1,2,100,50,0,1,1
1318,234,101,1,2,100,50,0,1,1
1325,235,101,1,2,100,50,0,1,1
1326,236,101,1,2,100,50,0,1,1
1336,237,101,1,2,100,50,0,1,1
1339,238,101,1,2,100,50,0,1,1
1342,239,101,1,2,100,50,0,1,1
1344,240,101,1,2,100,50,0,1,1
1350,241,101,1,2,100,50,0,1,1
1352,242,101,1,2,100,50,0,1,1
1359,243,101,1,2,100,50,0,1,1
1360,244,101,1,2,100,50,0,1,1
1364,245,101,1,2,100,50,0,1,1
1373,246,101,1,2,100,50,0,1,1
1374,247,101,1,2,100,50,0,1,1
1380,248,101,1,2,100,50,0,1,1
1388,249,101,1,2,100,50,0,1,1
1393,250,101,1,2,100,50,0,1,1
1396,251,101,1,2,100,50,0,1,1
1399,252,101,1,2,100,50,0,1,1
1401,253,101,1,2,100,50,0,1,1
1409,254,101,1,2,100,50,0,1,1
1411,255,101,1,2,100,50,0,1,1
1414,256,101,1,2,100,50,0,1,1
1422,257,101,1,2,100,50,0,1,1
1429,258,101,1,2,100,50,0,1,1
1434,259,101,1,2,100,50,0,1,1
1440,260,101,1,2,100,50,0,1,1
1449,261,101,1,2,100,50,0,1,1
1457,262,101,1,2,100,50,0,1,1
1464,263,101,1,2,100,50,0,1,1
1469,264,101,1,2,100,50,0,1,1
1476,265,101,1,2,100,50,0,1,1
1483,266,101,1,2,100,50,0,1,1
1489,267,101,1,2,100,50,0,1,1
1493,268,101,1,2,100,50,0,1,1
1496,269,101,1,2,100,50,0,1,1
1499,270,101,1,2,100,50,0,1,1
1508,271,101,1,2,100,50,0,1,1
1512,272,101,1,2,100,50,0,1,1
1514,273,101,1,2,100,50,0,1,1
1518,274,101,1,2,100,50,0,1,1
1521,275,101,1,2,100,50,0,1,1
1526,276,101,1,2,100,50,0,1,1
1528,277,101,1,2,100,50,0,1,1
1537,278,101,1,2,100,50,0,1,1
1541,279,101,1,2,100,50,0,1,1
1547,280,101,1,2,100,50,0,1,1
1556,281,101,1,2,100,50,0,1,1
1561,282,101,1,2,100,50,0,1,1
1563,283,101,1,2,100,50,0,1,1
1564,284,101,1,2,100,50,0,1,1
1574,285,101,1,2,100,50,0,1,1
1575,286,101,1,2,100,50,0,1,1
1577,287,101,1,2,100,50,0,1,1
1580,288,101,1,2,100,50,0,1,1
1588,289,101,1,2,100,50,0,1,1
1592,290,101,1,2,100,50,0,1,1
1598,291,101,1,2,100,50,0,1,1
1602,292,101,1,2,100,50,0,1,1
1606,293,101,1,2,100,50,0,1,1
1614,294,101,1,2,100,50,0,1,1
1622,295,101,1,2,100,50,0,1,1
1627,296,101,1,2,100,50,0,1,1
1635,297,101,1,2,100,50,0,1,1
1642,298,101,1,2,100,50,0,1,1
1646,299,101,1,2,100,50,0,1,1
1649,300,101,1,2,100,50,0,1,1
1654,301,101,1,2,100,50,0,1,1
1658,302,101,1,2,100,50,0,1,1
1665,303,101,1,2,100,50,0,1,1
1668,304,101,1,2,100,50,0,1,1
1669,305,101,1,2,100,50,0,1,1
1678,306,101,1,2,100,50,0,1,1
1681,307,101,1,2,100,50,0,1,1
1684,308,101,1,2,100,50,0,1,1
1686,309,101,1,2,100,50,0,1,1
1690,310,101,1,2,100,50,0,1,1
1695,311,101,1,2,100,50,0,1,1
1705,312,101,1,2,100,50,0,1,1
1706,313,101,1,2,100,50,0,1,1
1714,314,101,1,2,100,50,0,1,1
1715,315,101,1,2,100,50,0,1,1
1717,316,101,1,2,100,50,0,1,1
1719,317,101,1,2,100,50,0,1,1
1721,318,101,1,2,100,50,0,1,1
1730,319,101,1,2,100,50,0,1,1
1736,320,101,1,2,100,50,0,1,1
1745,321,101,1,2,100,50,0,1,1
1752,322,101,1,2,100,50,0,1,1
1762,323,101,1,2,100,50,0,1,1
1764,324,101,1,2,100,50,0,1,1
1768,325,101,1,2,100,50,0,1,1
1770,326,101,1,2,100,50,0,1,1
1773,327,101,1,2,100,50,0,1,1
1774,328,101,1,2,100,50,0,1,1
1777,329,101,1,2,100,50,0,1,1
1780,330,101,1,2,100,50,0,1,1
1787,331,101,1,2,100,50,0,1,1
1794,332,101,1,2,100,50,0,1,1
1797,333,101,1,2,100,50,0,1,1
1799,334,101,1,2,100,50,0,1,1
1804,335,101,1,2,100,50,0,1,1
1809,336,101,1,2,100,50,0,1,1
1812,337,101,1,2,100,50,0,1,1
1818,338,101,1,2,100,50,0,1,1
1828,339,101,1,2,100,50,0,1,1
1829,340,101,1,2,100,50,0,1,1
1835,341,101,1,2,100,50,0,1,1
1837,342,101,1,2,100,50,0,1,1
1840,343,101,1,2,100,50,0,1,1
1844,344,101,1,2,100,50,0,1,1
1845,345,101,1,2,100,50,0,1,1
1854,346,101,1,2,100,50,0,1,1
1859,347,101,1,2,100,50,0,1,1
1864,348,101,1,2,100,50,0,1,1
1867,349,101,1,2,100,50,0,1,1
1877,350,101,1,2,100,50,0,1,1
1885,351,101,1,2,100,50,0,1,1
1889,352,101,1,2,100,50,0,1,1
1895,353,101,1,2,100,50,0,1,1
1899,354,101,1,2,100,50,0,1,1
1906,355,101,1,2,100,50,0,1,1
1907,356,101,1,2,100,50,0,1,1
1912,357,101,1,2,100,50,0,1,1
1914,358,101,1,2,100,50,0,1,1
1919,359,101,1,2,100,50,0,1,1
1925,360,101,1,2,100,50,0,1,1
1932,361,101,1,2,100,50,0,1,1
1936,362,101,1,2,100,50,0,1,1
1940,363,101,1,2,100,50,0,1,1
1943,364,101,1,2,100,50,0,1,1
1944,365,101,1,2,100,50,0,1,1
1947,366,101,1,2,100,50,0,1,1
1957,367,101,1,2,100,50,0,1,1
1959,368,101,1,2,100,50,0,1,1
1960,369,101,1,2,100,50,0,1,1
1961,370,101,1,2,100,50,0,1,1
1966,371,101,1,2,100,50,0,1,1
1975,372,101,1,2,100,50,0,1,1
1983,373,101,1,2,100,50,0,1,1
1989,374,101,1,2,100,50,0,1,1
1993,375,101,1,2,100,50,0,1,1
1996,376,101,1,2,100,50,0,1,1
2004,377,101,1,2,100,50,0,1,1
2008,378,101,1,2,100,50,0,1,1
2010,379,101,1,2,100,50,0,1,1
2019,380,101,1,2,100,50,0,1,1
2024,381,101,1,2,100,50,0,1,1
2026,382,101,1,2,100,50,0,1,1
2029,383,101,1,2,100,50,0,1,1
2038,384,101,1,2,100,50,0,1,1
2048,385,101,1,2,100,50,0,1,1
2058,386,101,1,2,100,50,0,1,1
2065,387,101,1,2,100,50,0,1,1
2066,388,101,1,2,100,50,0,1,1
2074,389,101,1,2,100,50,0,1,1
2080,390,101,1,2,100,50,0,1,1
2087,391,101,1,2,100,50,0,1,1
2097,392,101,1,2,100,50,0,1,1
2101,393,101,1,2,100,50,0,1,1
2102,394,101,1,2,100,50,0,1,1
2107,395,101,1,2,100,50,0,1,1
2117,396,101,1,2,100,50,0,1,1
2126,397,101,1,2,100,50,0,1,1
2134,398,101,1,2,100,50,0,1,1
2142,399,101,1,2,100,50,0,1,1
2143,400,101,1,2,100,50,0,1,1
2149,401,101,1,2,100,50,0,1,1
2155,402,101,1,2,100,50,0,1,1
2163,403,101,1,2,100,50,0,1,1
2171,404,101,1,2,100,50,0,1,1
2175,405,101,1,2,100,50,0,1,1
2176,406,101,1,2,100,50,0,1,1
2185,407,101,1,2,100,50,0,1,1
2186,408,101,1,2,100,50,0,1,1
2192,409,101,1,2,100,50,0,1,1
2198,410,101,1,2,100,50,0,1,1
2205,411,101,1,2,100,50,0,1,1
2211,412,101,1,2,100,50,0,1,1
2219,413,101,1,2,100,50,0,1,1
2221,414,101,1,2,100,50,0,1,1
2228,415,101,1,2,100,50,0,1,1
2233,416,101,1,2,100,50,0,1,1
2239,417,101,1,2,100,50,0,1,1
2240,418,101,1,2,100,50,0,1,1
2249,419,101,1,2,100,50,0,1,1
2255,420,101,1,2,100,50,0,1,1
2257,421,101,1,2,100,50,0,1,1
2261,422,101,1,2,100,50,0,1,1
2270,423,101,1,2,100,50,0,1,1
2276,424,101,1,2,100,50,0,1,1
2278,425,101,1,2,100,50,0,1,1
2285,426,101,1,2,100,50,0,1,1
2290,427,101,1,2,100,50,0,1,1
2291,428,101,1,2,100,50,0,1,1
2299,429,101,1,2,100,50,0,1,1
2300,430,101,1,2,100,50,0,1,1
2308,431,101,1,2,100,50,0,1,1
2311,432,101,1,2,100,50,0,1,1
2320,433,101,1,2,100,50,0,1,1
2325,434,101,1,2,100,50,0,1,1
2335,435,101,1,2,100,50,0,1,1
2342,436,101,1,2,100,50,0,1,1
2344,437,101,1,2,100,50,0,1,1
2354,438,101,1,2,100,50,0,1,1
2361,439,101,1,2,100,50,0,1,1
2364,440,101,1,2,100,50,0,1,1
2368,441,101,1,2,100,50,0,1,1
2376,442,101,1,2,100,50,0,1,1
2382,443,101,1,2,100,50,0,1,1
2388,444,101,1,2,100,50,0,1,1
2394,445,101,1,2,100,50,0,1,1
2399,446,101,1,2,100,50,0,1,1
2405,447,101,1,2,100,50,0,1,1
2413,448,101,1,2,100,50,0,1,1
2416,449,101,1,2,100,50,0,1,1
2420,450,101,1,2,100,50,0,1,1
2425,451,101,1,2,100,50,0,1,1
2431,452,101,1,2,100,50,0,1,1
2439,453,101,1,2,100,50,0,1,1
2444,454,101,1,2,100,50,0,1,1
2449,455,101,1,2,100,50,0,1,1
2451,456,101,1,2,100,50,0,1,1
2455,457,101,1,2,100,50,0,1,1
2463,458,101,1,2,100,50,0,1,1
2464,459,101,1,2,100,50,0,1,1
2468,460,101,1,2,100,50,0,1,1
2478,461,101,1,2,100,50,0,1,1
2488,462,101,1,2,100,50,0,1,1
2493,463,101,1,2,100,50,0,1,1
2502,464,101,1,2,100,50,0,1,1
2506,465,101,1,2,100,50,0,1,1
2513,466,101,1,2,100,50,0,1,1
2514,467,101,1,2,100,50,0,1,1
2522,468,101,1,2,100,50,0,1,1
2525,469,101,1,2,100,50,0,1,1
2529,470,101,1,2,100,50,0,1,1
2539,471,101,1,2,100,50,0,1,1
2540,472,101,1,2,100,50,0,1,1
2541,473,101,1,2,100,50,0,1,1
2545,474,101,1,2,100,50,0,1,1
2552,475,101,1,2,100,50,0,1,1
2553,476,101,1,2,100,50,0,1,1
2562,477,101,1,2,100,50,0,1,1
2572,478,101,1,2,100,50,0,1,1
2580,479,101,1,2,100,50,0,1,1
2586,480,101,1,2,100,50,0,1,1
2595,481,101,1,2,100,50,0,1,1
2599,482,101,1,2,100,50,0,1,1
2607,483,101,1,2,100,50,0,1,1
2613,484,101,1,2,100,50,0,1,1
2614,485,101,1,2,100,50,0,1,1
2621,486,101,1,2,100,50,0,1,1
2627,487,101,1,2,100,50,0,1,1
2633,488,101,1,2,100,50,0,1,1
2640,489,101,1,2,100,50,0,1,1
2644,490,101,1,2,100,50,0,1,1
2646,491,101,1,2,100,50,0,1,1
2650,492,101,1,2,100,50,0,1,1
2651,493,101,1,2,100,50,0,1,1
2655,494,101,1,2,100,50,0,1,1
2664,495,101,1,2,100,50,0,1,1
2669,496,101,1,2,100,50,0,1,1
2671,497,101,1,2,100,50,0,1,1
2674,498,101,1,2,100,50,0,1,1
2682,499,101,1,2,100,50,0,1,1
2692,500,101,1,2,100,50,0,1,1
2701,501,101,1,2,100,50,0,1,1
2705,502,101,1,2,100,50,0,1,1
2713,503,101,1,2,100,50,0,1,1
2723,504,101,1,2,100,50,0,1,1
2724,505,101,1,2,100,50,0,1,1
2725,506,101,1,2,100,50,0,1,1
2726,507,101,1,2,100,50,0,1,1
2732,508,101,1,2,100,50,0,1,1
2740,509,101,1,2,100,50,0,1,1
2741,510,101,1,2,100,50,0,1,1
2751,511,101,1,2,100,50,0,1,1
2754,512,101,1,2,100,50,0,1,1
2758,513,101,1,2,100,50,0,1,1
2767,514,101,1,2,100,50,0,1,1
2771,515,101,1,2,100,50,0,1,1
2775,516,101,1,2,100,50,0,1,1
2782,517,101,1,2,100,50,0,1,1
2789,518,101,1,2,100,50,0,1,1
2794,519,101,1,2,100,50,0,1,1
2799,520,101,1,2,100,50,0,1,1
2808,521,101,1,2,100,50,0,1,1
2815,522,101,1,2,100,50,0,1,1
2818,523,101,1,2,100,50,0,1,1
2822,524,101,1,2,100,50,0,1,1
2832,525,101,1,2,100,50,0,1,1
2833,526,101,1,2,100,50,0,1,1
2839,527,101,1,2,100,50,0,1,1
2848,528,101,1,2,100,50,0,1,1
2855,529,101,1,2,100,50,0,1,1
2865,530,101,1,2,100,50,0,1,1
2874,531,101,1,2,100,50,0,1,1
2882,532,101,1,2,100,50,0,1,1
2890,533,101,1,2,100,50,0,1,1
2891,534,101,1,2,100,50,0,1,1
2897,535,101,1,2,100,50,0,1,1
2899,536,101,1,2,100,50,0,1,1
2903,537,101,1,2,100,50,0,1,1
2905,538,101,1,2,100,50,0,1,1
2910,539,101,1,2,100,50,0,1,1
2917,540,101,1,2,100,50,0,1,1
2927,541,101,1,2,100,50,0,1,1
2933,542,101,1,2,100,50,0,1,1
2935,543,101,1,2,100,50,0,1,1
2943,544,101,1,2,100,50,0,1,1
2945,545,101,1,2,100,50,0,1,1
2954,546,101,1,2,100,50,0,1,1
2962,547,101,1,2,100,50,0,1,1
2967,548,101,1,2,100,50,0,1,1
2974,549,101,1,2,100,50,0,1,1
2978,550,101,1,2,100,50,0,1,1
2982,551,101,1,2,100,50,0,1,1
2988,552,101,1,2,100,50,0,1,1
2991,553,101,1,2,100,50,0,1,1
2994,554,101,1,2,100,50,0,1,1
3004,555,101,1,2,100,50,0,1,1
3012,556,101,1,2,100,50,0,1,1
3016,557,101,1,2,100,50,0,1,1
3022,558,101,1,2,100,50,0,1,1
3027,559,101,1,2,100,50,0,1,1
3032,560,101,1,2,100,50,0,1,1
3036,561,101,1,2,100,50,0,1,1
3046,562,101,1,2,100,50,0,1,1
3056,563,101,1,2,100,50,0,1,1
3066,564,101,1,2,100,50,0,1,1
3072,565,101,1,2,100,50,0,1,1
3080,566,101,1,2,100,50,0,1,1
3081,567,101,1,2,100,50,0,1,1
3085,568,101,1,2,100,50,0,1,1
3093,569,101,1,2,100,50,0,1,1
3101,570,101,1,2,100,50,0,1,1
3110,571,101,1,2,100,50,0,1,1
3118,572,101,1,2,100,50,0,1,1
3122,573,101,1,2,100,50,0,1,1
3127,574,101,1,2,100,50,0,1,1
3136,575,101,1,2,100,50,0,1,1
3137,576,101,1,2,100,50,0,1,1
3145,577,101,1,2,100,50,0,1,1
3154,578,101,1,2,100,50,0,1,1
3164,579,101,1,2,100,50,0,1,1
3168,580,101,1,2,100,50,0,1,1
3176,581,101,1,2,100,50,0,1,1
3178,582,101,1,2,100,50,0,1,1
3182,583,101,1,2,100,50,0,1,1
3191,584,101,1,2,100,50,0,1,1
3200,585,101,1,2,100,50,0,1,1
3207,586,101,1,2,100,50,0,1,1
3213,587,101,1,2,100,50,0,1,1
3222,588,101,1,2,100,50,0,1,1
3226,589,101,1,2,100,50,0,1,1
3229,590,101,1,2,100,50,0,1,1
3231,591,101,1,2,100,50,0,1,1
3237,592,101,1,2,100,50,0,1,1
3243,593,101,1,2,100,50,0,1,1
3249,594,101,1,2,100,50,0,1,1
3253,595,101,1,2,100,50,0,1,1
3254,596,101,1,2,100,50,0,1,1
3256,597,101,1,2,100,50,0,1,1
3265,598,101,1,2,100,50,0,1,1
3275,599,101,1,2,100,50,0,1,1
3283,600,101,1,2,100,50,0,1,1
3284,601,101,1,2,100,50,0,1,1
3291,602,101,1,2,100,50,0,1,1
3294,603,101,1,2,100,50,0,1,1
3296,604,101,1,2,100,50,0,1,1
3298,605,101,1,2,100,50,0,1,1
3308,606,101,1,2,100,50,0,1,1
3314,607,101,1,2,100,50,0,1,1
3318,608,101,1,2,100,50,0,1,1
3320,609,101,1,2,100,50,0,1,1
3330,610,101,1,2,100,50,0,1,1
3336,611,101,1,2,100,50,0,1,1
3338,612,101,1,2,100,50,0,1,1
3339,613,101,1,2,100,50,0,1,1
3343,614,101,1,2,100,50,0,1,1
3352,615,101,1,2,100,50,0,1,1
3362,616,101,1,2,100,50,0,1,1
3369,617,101,1,2,100,50,0,1,1
3371,618,101,1,2,100,50,0,1,1
3375,619,101,1,2,100,50,0,1,1
3381,620,101,1,2,100,50,0,1,1
3382,621,101,1,2,100,50,0,1,1
3384,622,101,1,2,100,50,0,1,1
3387,623,101,1,2,100,50,0,1,1
3392,624,101,1,2,100,50,0,1,1
3401,625,101,1,2,100,50,0,1,1
3410,626,101,1,2,100,50,0,1,1
3416,627,101,1,2,100,50,0,1,1
3417,628,101,1,2,100,50,0,1,1
3421,629,101,1,2,100,50,0,1,1
3431,630,101,1,2,100,50,0,1,1
3436,631,101,1,2,100,50,0,1,1
3438,632,101,1,2,100,50,0,1,1
3440,633,101,1,2,100,50,0,1,1
3449,634,101,1,2,100,50,0,1,1
3459,635,101,1,2,100,50,0,1,1
3461,636,101,1,2,100,50,0,1,1
3463,637,101,1,2,100,50,0,1,1
3467,638,101,1,2,100,50,0,1,1
3472,639,101,1,2,100,50,0,1,1
3473,640,101,1,2,100,50,0,1,1
3482,641,101,1,2,100,50,0,1,1
3487,642,101,1,2,100,50,0,1,1
3497,643,101,1,2,100,50,0,1,1
3501,644,101,1,2,100,50,0,1,1
3504,645,101,1,2,100,50,0,1,1
3513,646,101,1,2,100,50,0,1,1
3514,647,101,1,2,100,50,0,1,1
3520,648,101,1,2,100,50,0,1,1
3530,649,101,1,2,100,50,0,1,1
3538,650,101,1,2,100,50,0,1,1
3545,651,101,1,2,100,50,0,1,1
3553,652,101,1,2,100,50,0,1,1
3561,653,101,1,2,100,50,0,1,1
3564,654,101,1,2,100,50,0,1,1
3567,655,101,1,2,100,50,0,1,1
3572,656,101,1,2,100,50,0,1,1
3576,657,101,1,2,100,50,0,1,1
3579,658,101,1,2,100,50,0,1,1
3584,659,101,1,2,100,50,0,1,1
3591,660,101,1,2,100,50,0,1,1
3596,661,101,1,2,100,50,0,1,1
3602,662,101,1,2,100,50,0,1,1
3611,663,101,1,2,100,50,0,1,1
3618,664,101,1,2,100,50,0,1,1
3623,665,101,1,2,100,50,0,1,1
3625,666,101,1,2,100,50,0,1,1
3630,667,101,1,2,100,50,0,1,1
3637,668,101,1,2,100,50,0,1,1
3643,669,101,1,2,100,50,0,1,1
3645,670,101,1,2,100,50,0,1,1
